E polygon circle
A potato human
E bird fish
I fictional_character animal
I spider arachnid
E mammal dog
O plant table
A book item
I rose plant
I celestial_body planet
A rectangle polygon
I oak tree
E people robot
I fruit citrus_fruit
A lion thing
A idea animal
E cutlery spoon
E fish mammal
I dog canine
I crocodile reptile
E nail hammer
I pine plant
E idea dog
E truck bicycle
E spoon sun
E feeling apple
A human living_thing
A cat vertebrate
I flame fire
I bird penguin
A triangle polygon
E rock mountain
A dog animal
A number plant
I paper book
A car vehicle
A lion predator
I bird parrot
E child professional
A tiger mammal
A scientist elevator
A snake reptile
A zebra animal
I satellite planet
A bird animal
I scientist doctor
A vehicle transportation
E apple food
I doctor researcher
A ring circle
O people dog
E bridge house
A child person
E dog fish
A idea thought
I novel book
I student worker
A salamander amphibian
A apple thing
A bird cloud
E house building
E mineral vegetable
I machine car
I tree plant
I person athlete
A planet object
E furniture car
E human ghost
I sparrow animal
A frog amphibian
A object hammer
E canada continent
A tree woman
I shark fish
A band_member musician
E animal mineral
I musician programmer
E fish sparrow
I clothing shirt
I school building
O robot mortal
O planet luminous
A chair object
I dog mammal
A cat feline
I spider arachnid
A bird animal
A capital_city city
A happiness emotion
I puppy pet
I tiger animal
A meat food
I animal zebra
A insect animal
I motorized_vehicle car
A apple fruit
A river water
A human animal
E glove tool
A ghost being
A rose flower
A pencil item
A apple fruit
A frog amphibian
I rose flower
I animal mammal
A tree plant
A silver metal
E earth thing
A insect mammal
A tablet device
A keyboard device
O insect creature
E sandal footwear
A apple mammal
A bird animal
E lizard fish
I pet mammal
A door animal
A water liquid
A solid wet
A star body
I ape mammal
A apple fruit
A tree plant
A animal living_thing
A priest human
E boat airplane
E cat fish
I person being
A human being
A ape mammal
E ocean gas
A carrot vegetable
A mortal human
A plant organism
I oak tree
A tree plant
E planet body
A apple fruit
A kitchen place
E bird aquatic
I poodle dog
A man person
E bird fish
A poodle mammal
I dog retriever
I child student
O vehicle car
E ferry car
A carrot vegetable
A apple edible
I dog dog
E zebra canine
A eagle bird
A reptile animal
A gas fluid
E dog human
A dog canine
O student human
A bird creature
E fly bird
I pet dog
E human plant
I senator lawyer
A rose flower
I pickup vehicle
A mammal animal
E animal thing
A bird thing
E cake food
I car machine
A pope man
I chair thing
E shed building
I bird parrot
I pigeon bird
I hippo animal
A car vehicle
I novelist writer
A salmon fish
A human primate
O bat bird
A dog mammal
A writer person
I animal mammal
A cloud animal
I emotion sadness
A water liquid
A novel work
A vegetable plant
E shape quadrilateral
A doctor professional
A sedan vehicle
A tree plant
A car vehicle
E water liquid
A rose flower
A centaur animal
I apple fruit
A animal canine
I fish creature
E cat rock
I man actor
E cat reptile
A france country
A arachnid spider
I penguin bird
E sand liquid
A plant vegetable
I table furniture
A fish animal
A plant alive
I shape square
O thing pen
A rock animal
I dog animal
E circle triangle
E dolphin cat
I dog animal
O bicycle thing
A feline mammal
I animal pet
A apple fruit
A planet body
I novel book
A mountain mountain
A student human
A dog rock
A triangle triangle
E table computer
E planet sun
A tree mortal
A tool robot
A rose flower
A airplane vehicle
A tiger thing
A cat mammal
A artist person
I fish human
A plant thing
I german person
A cloud fish
I pine plant
A broccoli vegetable
A building structure
A novel work
I coffee_shop restaurant
A planet instrument
E dog animal
A body planet
I granite rock
I animal pig
I dog liquid
A cat mammal
A scientist person
E cat dog
I parrot bird
A creature spider
E cloud bus
A book publication
E ant reptile
E mammal bird
A liquid fluid
E plastic gold
E fiction article
E insect bird
O oak instrument
E bicycle car
A insect spider
A fruit thing
I cat animal
A tree plant
A musician person
A father mother
A cloud plant
A sedan vehicle
I sparrow creature
A mammal creature
I car vehicle
A chair thing
A mammal bird
A diamond stone
E dog mammal
A triangle shape
I body liquid
O animal fish
I dog poodle
E jacket pant
I creature alien
A cat mammal
E ice molecule
A physicist scientist
A leaf green
A table object
I wolf carnivore
I nurse doctor
A star body
A thing thing
E fruit potato
O hummingbird bird
A star planet
A dog mammal
O carrot fruit
A mortal human
I surgeon doctor
E triangle square
E cat fish
A dog animal
O number concept
E fish cat
E gazelle carnivore
I robin bird
E bird cat
A novel book
A cat creature
A ferrari car
I professional graduate
I sparrow bird
I parent mother
I dog dog
E number human
E bat bird
E bird reptile
E stone plant
A apple fruit
E chair furniture
I fish mammal
A human mammal
A circle triangle
E plant device
E fish elephant
O gas solid
I reptile mammal
E furniture plane
A pet animal
O pet dog
A car object
E snake reptile
I shape circle
A city city
I dog dog
E arthropod vertebrate
O baby human
O lizard reptile
O carrot poisonous
E square triangle
O lion mammal
O lion rhino
O animal song
O sparrow bird
E number number
I dog mammal
E fruit stone
O mammal animal
A terrier dog
O building house
E whale elephant
O vegetable fruit
I soccer sport
E water liquid
I car building
I building thing
I rock animal
A food rock
I cat dog
A fruit food
O fruit stone
A animal dog
O creature dog
E car thing
I animal penguin
E rock solid
O planet body
O apple vegetable
I furniture planet
I dog cat
A sea water
A fruit plant
O animal animal
I croissant vegetable
I arthropod insect
A mammal human
I pet cat
I being chair
E book novel
I space planet
O shark animal
A chihuahua dog
O dog cat
A shark amphibian
O vehicle motorcycle
I couch number
O carrot plant
O penguin bird
O vehicle boat
I body number
A fish mammal
I mammal liquid
O laptop computer
O giraffe spoon
I animal mammal
E mammal animal
I animal cat
O feline mammal
A politician person
O dog canine
I circle square
A lion animal
E sound wave
I vehicle car
E fish animal
I insect creature
A fruit cloud
O cat feline
E teacher doctor
O animal bird
I mammal lion
O color color
O thing thing
E dog fish
A people mammal
O abacus computer
I mammal carnivore
I cat mammal
E apple vegetable
O cat animal
A chair tree
O fish dog
I animal bird
I animal primate
E shoe clothing
O tarantula arachnid
E bird cat
O shape circle
O thing liquid
O shape circle
E car bicycle
O mammal thing
E ant animal
O student teacher
O animal reptile
I elephant fish
A mammal animal
I human thing
O bicycle vehicle
E car bicycle
O dog mammal
O apple fruit
I snake reptile
I person professor
E bird being
A mortal human
O plant pine
E tree mammal
E triangle square
I animal dog
A vehicle airplane
I fish fish
I principal educator
O antique instrument
I mammal animal
E wolf mammal
O bird penguin
A reptile snake
O woman human
O parrot bird
O plant flower
A woman man
O fish cat
A car plant
O teacher person
O teacher professional
O instrument drum
O being mammal
A student teacher
A gas liquid
I thing fish
E cat dog
I whale blooded
O good chair
O home building
A dog mammal
E thing animal
O automobile vehicle
E bicycle car
O animal dog
E insect vertebrate
I airplane car
I zebra mammal
E doctor animal
I celebrity minister
I phenomenon thing
I tree computer
A person tax
I dog blooded
A bird animal
E carrot flower
O being musician
E building mammal
O poodle dog
A bat creature
E desk chair
E spider thing
E feline cat
E bird mammal
O vertebrate animal
O dollar money
O poodle dog
I zebra table
I being leader
O amphibian mammal
O eraser instrument
I carrot plant
O truck car
E circle polygon
E cloud thing
A thing car
I animal mammal
E bird animal
O carnivore animal
E bird animal
I animal building
E skyscraper building
I shape polygon
O rock banana
E bicycle liquid
A rose flower
O integer concept
A cloud rock
I house vehicle
I ocean desert
O week time
E mammal dog
O human teenager
I plant rose
A ball planet
O bass fish
I animal reptile
O number even
I clothing shirt
E cat dog
A tool hammer
I arthropod insect
O spider vertebrate
O engineer doctor
I planet comet
O feline mammal
O pilot expert
E student learner
A vegetable human
O runner athlete
A kitten creature
O organism thing
O beverage soda
O carrot fruit
O story fiction
O human man
E ocean liquid
E lizard dog
O gas solid
O bird penguin
I plant rose
I bridge planet
E food phone
O dog canine
I oak being
A triangle circle
O novelist scientist
O ladle fork
E bat eagle
O cat dog
A bird thing
I aquatic_animal thing
I professional doctor
O shark mammal
A hill flat
O tree flower
A bird vehicle
E foreigner voter
I thing insect
O mammal feline
A dog vegetable
E doctor engineer
E spoon machine
O water ocean
A senator citizen
O vehicle motorcycle
A chair sentient
O shape triangle
I faculty researcher
I whale mammal
E fish mammal
O automobile car
O tiger feline
E artist professor
O mammal primate
A hammer object
I table chair
O earth planet
O circle figure
I item vehicle
A animal thing
E dog mammal
A husband people
O cat mammal
I butterfly insect
I thing tree
I earth thing
O tool pen
E dog human
A airplane insect
O sparrow insect
E lamp table
E animal cat
O tree animal
O child human
O physicist artist
O motorcycle car
I instrument rock
O fruit fruit
O flower plant
A potato cloud
E dog creature
E elephant insect
A square thing
E mammal animal
E human fish
E spider thing
O integer number
I insect mammal
O ocean continent
O bridge planet
I planet robot
E adult woman
O motorcycle sedan
O rock solid
I fish creature
O organism thing
I sun cold
E ant thing
I cat tiger
O mammal feline
O number even
E feline canine
E human doctor
O apparel clothing
A object pencil
O phone technology
O painter musician
I professional doctor
I moon planet
I table thing
O element gold
A triangle round
A cat dog
E table furniture
O plant thing
A dolphin fish
A senator politician
E fish thing
O mammal animal
O teacher physicist
I spider mammal
O artist pianist
E dog cat
O fish human
A reptile human
O bonfire hot
A reptile mammal
E giant thing
A wrench hammer
I lawyer politician
I vertebrate animal
O snake reptile
O professor human
A feline mammal
I professional person
E instrument keyboard
O fish being
O shark creature
O bicycle car
O vehicle car
A pigeon animal
O building car
I dog feline
A physicist biologist
E animal dog
A person rich
O bicycle car
I thing book
E reptile cat
O water liquid
O novel fiction
E plastic gold
I vertebrate animal
E lizard dog
O beagle bird
I drink cold
O academic lecturer
O sofa furniture
I astronaut insect
A dog mammal
O tiger cat
O keyboard instrument
I tree plant
I monkey primate
O vegetable plant
I fish land
O shark fish
I woman people
O bike boat
I car fuel
I chair fire
O poster novel
O car vehicle
I lizard snake
O car vehicle
I river ocean
O oak tree
A planet body
O book page
A animal plant
E reptile animal
A human thing
O rectangle shape
E planet star
A cat animal
E bird insect
A bird mammal
